"Av_EV_mortero" "Av_EV_quijote" "Barr_EP_triunfo" "Belm_EV_rana" "Belm_EV_sierra" "Cast_EV_barbador" "Cast_EV_comisario" "Cerv_EP_cueva" "Cerv_EP_guarda" "Cerv_EP_juez" "Cerv_EP_retablo" "Cerv_EP_viejo" "Cerv_EP_vizcaino" "Cerv_EV_eleccion" "Cerv_EV_rufian" "Dub_EV_romances_R" "Hurt_EV_getafe" "Hurt_EV_miser1" "Hurt_EV_miser2" "Quev_EP_vieja" "Quev_EV_marido" "Quev_EV_niño" "Quin_EV_barbero" "Quin_EV_borracho" "Quin_EV_sacristanes" "Quin_EV_ventero" "Salas_EP_buscaoficios" "Salas_EP_mirones" "Salas_EV_caprichoso" "Salas_EV_comisario" "Vel_EV_antonia" "Vel_EV_atarantados" "Vel_EV_burla"
"hacéis" 0.044543429844098 0 0 0 0 0 0.0708215297450425 0 0 0.033288948069241 0 0.0263852242744063 0 0 0 0 0 0 0.0474833808167142 0 0 0 0 0 0.0547645125958379 0 0 0 0 0 0 0 0
"hagan" 0 0 0.0212947189097104 0 0 0 0 0 0 0 0 0 0.0226295541977823 0.0418235048097031 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0.0254582484725051 0 0 0.0368867576540022 0 0 0
"hallará" 0 0 0.0212947189097104 0 0 0 0 0 0.0270929287455974 0 0 0 0.0226295541977823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.262697022767075
"hallé" 0.044543429844098 0 0 0 0 0 0.0708215297450425 0 0 0.033288948069241 0 0.0263852242744063 0.0226295541977823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"hará" 0 0 0.0212947189097104 0 0.0987166831194472 0.077639751552795 0 0 0 0 0 0 0 0 0.0363504180298073 0 0.0623830318153462 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0 0 0
"harán" 0 0 0 0 0 0 0 0 0 0 0.030229746070133 0 0 0 0 0 0 0 0.0949667616334283 0.0475737392959087 0 0 0 0 0 0.0696378830083565 0 0.044762757385855 0 0 0 0 0
"hecha" 0 0 0.0212947189097104 0 0 0 0 0 0 0 0 0 0 0 0 0.0859106529209622 0 0 0 0 0 0 0.202839756592292 0 0 0.0696378830083565 0 0 0 0 0 0.0696378830083565 0
"hechos" 0 0.0773993808049536 0 0 0 0 0 0 0 0 0.060459492140266 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0547645125958379 0.0696378830083565 0 0 0 0 0 0 0
"honrada" 0 0 0.0212947189097104 0 0 0 0 0 0 0 0 0 0 0 0 0.0859106529209622 0 0 0.0949667616334283 0 0 0 0 0 0 0 0.0254582484725051 0 0.0285225328009127 0 0 0 0
"huésped" 0 0 0 0 0 0 0.141643059490085 0 0 0 0 0 0 0 0 0 0.0623830318153462 0.0849978750531237 0 0 0 0 0 0 0 0 0 0.044762757385855 0 0 0 0 0
"humillos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.250941028858218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"imagino" 0.044543429844098 0.0386996904024768 0 0 0 0 0.0708215297450425 0 0 0 0 0.0263852242744063 0 0 0.0363504180298073 0 0 0 0 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0 0 0
"imposible" 0 0.0386996904024768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0474833808167142 0 0 0 0 0 0 0 0.0509164969450102 0 0.0285225328009127 0.0368867576540022 0 0 0
"in" 0 0 0 0 0 0 0 0 0 0 0.030229746070133 0 0 0 0.0363504180298073 0 0 0 0.0474833808167142 0 0 0 0 0 0.164293537787514 0 0 0 0 0 0 0 0
"invención" 0 0 0.0212947189097104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0.139275766016713 0 0.044762757385855 0 0 0.0914913083257091 0 0
"isabel" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.328587075575027 0 0 0 0 0 0 0 0
"jarrete" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.209117524048515 0 0 0 0 0 0 0 0.0714796283059328 0 0 0 0 0 0 0 0 0 0 0
"junto" 0 0.0386996904024768 0.0212947189097104 0 0 0 0 0 0 0 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0.0537923614846692 0.109529025191676 0 0 0 0 0 0 0 0
"juro" 0.044543429844098 0 0.0212947189097104 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0.0623830318153462 0 0 0 0 0 0 0.0537923614846692 0 0.0696378830083565 0 0 0 0 0 0 0
"ladrón" 0 0 0 0 0 0 0 0 0 0 0 0 0.0226295541977823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.044762757385855 0.114090131203651 0 0 0 0
"larga" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0418235048097031 0.0363504180298073 0 0 0 0 0.0951474785918173 0 0 0 0 0 0 0 0 0 0 0 0.139275766016713 0
"largo" 0.044543429844098 0.0386996904024768 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0.0475737392959087 0 0 0 0 0.0547645125958379 0 0 0.044762757385855 0 0 0 0 0
"leño" 0 0 0 0 0 0 0 0 0.0270929287455974 0.166444740346205 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"levántase" 0 0.0773993808049536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0.107584722969338 0.0547645125958379 0 0 0 0 0 0 0 0
"llamado" 0 0 0 0 0 0 0 0 0 0 0.030229746070133 0 0 0.0418235048097031 0 0 0 0 0 0.0475737392959087 0 0 0 0 0 0 0.0254582484725051 0 0.0570450656018254 0 0 0 0
"llamas" 0 0 0 0 0 0 0 0 0 0 0 0 0.0226295541977823 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0 0.0285225328009127 0.110660272962007 0 0 0
"lobón" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.342857142857143 0 0 0 0 0 0 0 0 0 0 0 0
"malas" 0 0 0 0 0 0 0 0 0 0.033288948069241 0.030229746070133 0 0 0 0 0 0 0 0 0.0475737392959087 0 0 0 0 0.109529025191676 0 0 0 0 0.0368867576540022 0 0 0
"males" 0.089086859688196 0 0.0212947189097104 0 0 0 0 0 0 0 0.030229746070133 0 0 0.0418235048097031 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0 0 0 0 0 0
"malicia" 0 0 0.0212947189097104 0 0.0987166831194472 0 0 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0.0474833808167142 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0.0914913083257091 0 0
"mentiras" 0 0 0 0 0 0 0 0 0 0.033288948069241 0 0.0527704485488127 0 0 0 0 0 0.0424989375265618 0 0.0475737392959087 0 0 0 0 0 0 0 0.044762757385855 0 0 0 0 0
"merluza" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.525394045534151
"ministro" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254582484725051 0.044762757385855 0 0.147547030616009 0 0 0
"mirando" 0.044543429844098 0.0386996904024768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0.0537923614846692 0 0 0 0.044762757385855 0 0 0 0.0696378830083565 0
"miro" 0.044543429844098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0.134288272157565 0.0285225328009127 0 0 0 0
"miserable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0418235048097031 0 0 0 0 0.0949667616334283 0 0 0 0 0 0 0 0 0.044762757385855 0 0.0368867576540022 0 0.0696378830083565 0
"mismos" 0 0 0 0 0 0 0 0 0 0 0.060459492140266 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0.0509164969450102 0.044762757385855 0 0 0 0 0
"morena" 0 0 0 0 0.197433366238894 0 0 0 0 0 0 0 0 0 0 0 0.0623830318153462 0 0 0 0 0 0.101419878296146 0 0 0.139275766016713 0 0 0 0 0 0 0
"moro" 0.089086859688196 0 0.0212947189097104 0 0 0 0 0 0 0 0 0 0 0 0 0.171821305841924 0 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0 0 0
"murió" 0 0 0.0425894378194208 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0.0363504180298073 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"natural" 0 0 0.0212947189097104 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0.0859106529209622 0.0623830318153462 0 0 0 0 0 0 0 0 0 0 0 0 0.0737735153080044 0 0 0
"niñerías" 0 0 0 0 0 0 0 0 0 0 0 0.131926121372032 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nosotras" 0 0 0.0212947189097104 0 0 0 0 0.0280112044817927 0 0 0.030229746070133 0 0.0678886625933469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nubes" 0 0 0 0 0 0 0 0.0280112044817927 0.0270929287455974 0 0.030229746070133 0 0 0.0418235048097031 0 0 0.124766063630692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nuncio" 0 0 0 0 0 0 0.424929178470255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"obligado" 0.044543429844098 0 0 0 0 0 0 0 0.0270929287455974 0.066577896138482 0 0 0.0226295541977823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"ocupación" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0 0 0 0.0763747454175153 0.044762757385855 0 0.0368867576540022 0 0 0
"oficiales" 0 0 0 0 0 0 0 0 0.0270929287455974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509164969450102 0.044762757385855 0.0285225328009127 0 0.0914913083257091 0 0
"orden" 0 0.0386996904024768 0 0 0 0 0 0.0560224089635854 0 0 0 0.0263852242744063 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0.044762757385855 0 0 0 0 0
"oye" 0.044543429844098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0474833808167142 0 0.0571428571428571 0 0.101419878296146 0 0 0 0.0254582484725051 0.044762757385855 0 0 0 0 0
"pago" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142959256611866 0 0 0.0547645125958379 0 0.0509164969450102 0 0 0.0368867576540022 0 0 0
"palos" 0.044543429844098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0859106529209622 0 0.0424989375265618 0 0 0 0.142959256611866 0 0.0537923614846692 0 0 0 0 0 0 0 0 0
"panduro" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.250941028858218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pasan" 0 0 0 0 0 0.077639751552795 0 0 0 0.033288948069241 0.030229746070133 0.0263852242744063 0.0226295541977823 0 0 0 0 0 0 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0 0 0
"pasillas" 0 0 0 0 0 0 0 0 0.162557572473584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pensado" 0 0 0 0 0.0987166831194472 0 0 0 0 0 0 0 0 0.0836470096194061 0 0 0 0 0.0474833808167142 0 0 0 0 0 0.0547645125958379 0 0.0254582484725051 0 0 0 0 0 0
"peralvillo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0474833808167142 0 0 0.214438884917798 0 0 0.0547645125958379 0 0 0 0 0 0 0.0696378830083565 0
"pericona" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.218102508178844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pesadumbre" 0.044543429844098 0 0 0 0 0 0 0 0.0270929287455974 0 0.030229746070133 0 0 0 0 0 0 0.0424989375265618 0.0474833808167142 0 0 0 0 0 0 0 0 0 0 0 0.0914913083257091 0 0
"pescaño" 0 0 0 0 0 0.46583850931677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"piensa" 0 0 0.0212947189097104 0 0 0 0 0 0 0 0 0 0.0226295541977823 0 0 0 0 0 0.0474833808167142 0 0 0 0 0 0.109529025191676 0 0 0 0 0 0 0.0696378830083565 0
"pierda" 0.089086859688196 0.0386996904024768 0 0 0 0 0 0 0 0 0 0 0.0226295541977823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0.0368867576540022 0 0 0
"pizpita" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.218102508178844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"platero" 0 0 0 0 0 0 0 0 0 0 0 0.0263852242744063 0.113147770988912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pobres" 0 0 0.0212947189097104 0 0 0.077639751552795 0 0.0560224089635854 0 0.033288948069241 0 0 0 0 0 0 0 0 0 0 0 0.0714796283059328 0 0 0 0 0 0 0 0 0 0 0
"ponen" 0 0 0 0.114810562571757 0 0.15527950310559 0 0 0 0 0 0.0263852242744063 0 0 0 0 0 0 0 0 0 0.0714796283059328 0 0 0.0547645125958379 0 0 0 0 0 0 0 0
"precio" 0 0 0 0 0 0 0 0 0 0.033288948069241 0 0.0527704485488127 0 0 0 0 0 0 0 0.0475737392959087 0 0 0 0 0 0 0 0 0 0.0737735153080044 0 0 0
"preso" 0 0 0 0 0 0 0.354107648725212 0 0 0 0 0.0263852242744063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"prestado" 0.044543429844098 0 0 0 0 0 0.141643059490085 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0.044762757385855 0 0 0 0 0.0875656742556918
"primor" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0849978750531237 0 0 0 0 0 0 0 0 0.0509164969450102 0 0.0570450656018254 0 0 0 0
"príncipes" 0 0.0773993808049536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0623830318153462 0.0424989375265618 0 0 0 0 0 0 0 0 0.0254582484725051 0 0.0285225328009127 0 0 0 0
"probar" 0 0.154798761609907 0 0 0 0 0 0 0 0 0 0.0263852242744063 0 0 0 0 0 0 0 0.0475737392959087 0 0 0 0 0 0 0 0 0 0 0 0 0
"propósito" 0.089086859688196 0.0386996904024768 0.0212947189097104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509164969450102 0 0 0 0 0 0
"provecho" 0 0 0 0 0 0 0 0 0.0270929287455974 0 0 0 0 0 0.0363504180298073 0 0 0 0.0474833808167142 0 0 0 0 0 0.0547645125958379 0 0.0254582484725051 0 0.0285225328009127 0 0 0 0
"prueba" 0 0 0 0 0 0 0 0 0 0.066577896138482 0 0 0 0 0 0 0 0 0 0 0 0 0.101419878296146 0 0.109529025191676 0 0 0 0 0 0 0 0.0875656742556918
"pueda" 0 0 0.0425894378194208 0 0 0 0 0 0 0 0 0 0.0226295541977823 0.0836470096194061 0 0.0859106529209622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"puntos" 0 0 0 0 0 0.077639751552795 0 0 0.0270929287455974 0 0.030229746070133 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0570450656018254 0 0 0 0
"querer" 0 0 0 0 0.0987166831194472 0 0.0708215297450425 0 0 0 0 0 0 0 0 0 0.0623830318153462 0 0 0 0 0 0 0 0 0.139275766016713 0 0.044762757385855 0 0 0 0 0
"quinientos" 0 0 0.0425894378194208 0 0 0.077639751552795 0 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0 0 0.0914913083257091 0.0696378830083565 0
"quitan" 0 0 0 0 0.0987166831194472 0 0 0 0.0270929287455974 0 0.030229746070133 0.0263852242744063 0.0226295541977823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"ratones" 0 0 0 0 0 0 0 0 0 0 0.120918984280532 0 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0.0696378830083565 0 0 0 0 0 0 0
"requiebros" 0 0.0386996904024768 0 0 0 0 0.0708215297450425 0 0 0 0 0 0 0 0 0 0.187149095446039 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0 0 0
"reyes" 0 0.11609907120743 0.0212947189097104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.044762757385855 0 0.0368867576540022 0 0 0
"riñas" 0 0 0 0 0 0 0 0 0 0.033288948069241 0 0.131926121372032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"río" 0 0 0 0.229621125143513 0 0 0 0 0 0 0.060459492140266 0 0 0 0.0363504180298073 0 0 0 0 0.0475737392959087 0 0 0 0 0 0 0 0 0 0 0 0 0
"romance" 0 0 0 0 0 0 0 0 0 0 0 0 0.0226295541977823 0.0418235048097031 0.0727008360596147 0 0 0.0424989375265618 0 0 0 0 0 0 0.0547645125958379 0 0 0 0 0 0 0 0
"sabéis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0418235048097031 0 0 0.0623830318153462 0 0.189933523266857 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"salga" 0 0.0386996904024768 0.0212947189097104 0.114810562571757 0 0 0 0 0 0 0 0 0 0.0418235048097031 0 0 0 0 0.0474833808167142 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0875656742556918
"santos" 0 0 0.0638841567291312 0 0 0 0 0 0 0 0 0 0 0 0.0363504180298073 0 0 0 0 0 0 0 0 0 0.0547645125958379 0 0 0 0 0.0368867576540022 0 0 0
"secreto" 0 0 0.0212947189097104 0.114810562571757 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0.0424989375265618 0.0949667616334283 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sentencia" 0 0 0 0 0 0 0 0 0 0.033288948069241 0.030229746070133 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0 0 0 0.0254582484725051 0 0 0.0737735153080044 0 0 0
"sentidos" 0.044543429844098 0 0.0212947189097104 0 0 0 0 0 0 0.033288948069241 0 0 0 0.0418235048097031 0 0 0.0623830318153462 0 0 0 0 0 0 0 0 0 0.0254582484725051 0 0 0 0 0 0
"siquiera" 0 0 0 0 0 0 0 0.0280112044817927 0 0.033288948069241 0.030229746070133 0 0.0452591083955646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0368867576540022 0 0 0
"sirven" 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0.0623830318153462 0 0 0 0 0 0 0 0 0 0.0509164969450102 0.0895255147717099 0 0 0 0 0
"solamente" 0 0 0 0 0 0 0 0 0 0 0 0.0263852242744063 0 0.0418235048097031 0 0 0 0.0849978750531237 0 0 0 0 0 0 0 0 0 0 0.0570450656018254 0 0 0 0
"sombra" 0 0 0 0 0 0 0 0 0.0541858574911948 0 0 0 0 0 0.0727008360596147 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0.0254582484725051 0 0 0 0 0 0
"soneto" 0 0.0386996904024768 0 0 0 0 0.141643059490085 0 0 0.033288948069241 0 0 0.0226295541977823 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sotasacristán" 0 0 0 0 0 0 0 0 0.162557572473584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sube" 0 0 0.0212947189097104 0 0 0 0.0708215297450425 0 0 0 0 0 0 0.0418235048097031 0 0 0 0.0424989375265618 0 0 0 0 0.101419878296146 0 0 0 0 0 0 0 0 0 0.0875656742556918
"suegra" 0 0 0 0 0.0987166831194472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.285714285714286 0 0 0 0 0 0 0 0 0 0 0 0
"suegro" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0859106529209622 0 0 0 0 0.114285714285714 0 0 0 0.164293537787514 0 0 0 0 0 0 0 0
"suena" 0 0 0 0 0 0 0 0 0 0 0.060459492140266 0 0 0 0 0 0 0 0 0.0951474785918173 0.0571428571428571 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0
"suyas" 0.044543429844098 0 0 0 0 0 0 0 0.0270929287455974 0 0 0 0.0226295541977823 0 0.0363504180298073 0 0.0623830318153462 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"talego" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714796283059328 0 0 0 0.348189415041783 0 0 0 0 0 0 0
"tendrás" 0.044543429844098 0 0 0 0 0 0 0 0 0 0 0 0.0226295541977823 0 0 0 0.124766063630692 0 0 0 0 0 0 0 0 0 0 0 0.0570450656018254 0 0 0 0
"tente" 0 0 0 0 0 0 0 0 0.0541858574911948 0 0.060459492140266 0 0 0 0 0 0 0 0 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0 0 0.0875656742556918
"tías" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0475737392959087 0.228571428571429 0.0714796283059328 0 0 0 0 0 0 0 0 0 0 0
"tienda" 0 0 0.0212947189097104 0 0 0 0 0 0.0270929287455974 0 0 0 0 0 0.0363504180298073 0 0.0623830318153462 0 0 0 0 0 0.202839756592292 0 0 0 0 0 0 0 0 0 0
"tocas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0.0475737392959087 0.114285714285714 0.0714796283059328 0 0 0 0.0696378830083565 0 0 0 0 0 0 0
"todavía" 0 0 0 0 0 0 0 0 0.0270929287455974 0 0.060459492140266 0 0 0.0418235048097031 0.0363504180298073 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0 0 0
"tomad" 0 0 0 0 0.0987166831194472 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0.0949667616334283 0 0 0 0 0 0 0 0 0 0.0570450656018254 0 0 0 0
"trabajo" 0 0 0 0 0 0 0 0 0 0 0.030229746070133 0 0.0226295541977823 0 0 0 0 0.0849978750531237 0 0.0475737392959087 0 0 0 0 0 0 0 0.044762757385855 0 0 0 0 0
"traído" 0.044543429844098 0 0 0 0 0 0 0.0280112044817927 0 0 0.030229746070133 0.0263852242744063 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0.0254582484725051 0 0 0 0 0 0
"traigan" 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.365965233302836 0 0
"trueco" 0 0 0 0 0 0 0 0 0 0.033288948069241 0.030229746070133 0.0527704485488127 0.0226295541977823 0.0418235048097031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tuerce" 0 0 0 0 0 0.15527950310559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.219058050383352 0 0 0 0 0 0 0 0
"turco" 0 0 0 0 0 0.077639751552795 0 0.0280112044817927 0 0 0.060459492140266 0 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0.0254582484725051 0 0 0 0 0 0
"tuvo" 0 0 0 0 0 0 0 0 0.0270929287455974 0 0 0 0 0 0.0363504180298073 0 0 0 0 0 0.114285714285714 0 0 0.0537923614846692 0 0 0 0 0.0285225328009127 0 0 0 0
"usar" 0 0 0 0 0 0 0 0.0280112044817927 0.0541858574911948 0.033288948069241 0 0 0 0 0 0 0 0 0.0474833808167142 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"vademecum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.218102508178844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"valen" 0 0 0 0 0 0 0.0708215297450425 0 0 0.033288948069241 0 0 0 0.0418235048097031 0 0 0.0623830318153462 0 0 0 0 0 0 0 0 0 0 0 0 0.0368867576540022 0 0 0.0875656742556918
"varas" 0 0 0 0 0 0 0 0 0 0.033288948069241 0 0.0263852242744063 0 0.0836470096194061 0 0 0 0 0 0 0 0.142959256611866 0 0 0 0 0 0 0 0 0 0 0
"vayan" 0 0 0 0.229621125143513 0 0 0 0 0 0 0 0.0263852242744063 0.0226295541977823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0914913083257091 0 0.0875656742556918
"vejez" 0 0 0 0 0 0 0 0 0 0 0 0.0263852242744063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0.0368867576540022 0 0.20891364902507 0
"verano" 0 0 0 0 0 0 0 0 0 0.033288948069241 0 0 0 0.0418235048097031 0 0 0 0.0424989375265618 0.0474833808167142 0 0 0 0 0 0.0547645125958379 0 0 0 0.0285225328009127 0 0 0 0
"vestir" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0 0 0 0 0 0 0 0 0.0570450656018254 0 0 0.139275766016713 0
"víctor" 0 0.11609907120743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0763747454175153 0 0 0 0 0 0
"villano" 0 0.0773993808049536 0 0 0 0 0 0 0 0 0 0 0 0 0.145401672119229 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vivan" 0.044543429844098 0 0 0 0 0 0 0 0 0 0.030229746070133 0 0 0.125470514429109 0 0 0 0 0 0 0 0 0 0 0.0547645125958379 0 0 0 0 0 0 0 0
"voluntades" 0 0 0.0212947189097104 0 0 0 0 0.0280112044817927 0.0270929287455974 0 0 0 0.0452591083955646 0 0 0 0 0 0.0474833808167142 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"yendo" 0.044543429844098 0 0 0 0 0 0 0 0.0270929287455974 0 0 0 0.0452591083955646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139275766016713 0
"abrid" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.109529025191676 0 0 0 0 0 0 0 0.262697022767075
"acabado" 0 0 0.0212947189097104 0 0 0 0 0 0 0 0 0 0 0 0.0727008360596147 0 0 0.0424989375265618 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0 0 0
"admiración" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.223813786929275 0 0 0 0 0
"advierta" 0.044543429844098 0 0 0 0 0 0 0 0.0270929287455974 0.033288948069241 0 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0
"advierte" 0 0 0 0 0 0.15527950310559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254582484725051 0 0.0570450656018254 0 0 0 0
