"Av_EV_mortero" "Av_EV_quijote" "Belm_EV_rana" "Belm_EV_sierra" "Cast_EV_barbador" "Cast_EV_comisario" "Cerv_EV_eleccion" "Cerv_EV_rufian" "Dub_EV_romances_R" "Hurt_EV_getafe" "Hurt_EV_miser1" "Hurt_EV_miser2" "Quev_EV_marido" "Quev_EV_niño" "Quin_EV_barbero" "Quin_EV_borracho" "Quin_EV_sacristanes" "Quin_EV_ventero" "Salas_EV_caprichoso" "Salas_EV_comisario" "Vel_EV_antonia" "Vel_EV_atarantados" "Vel_EV_burla"
"vuesastedes" 0.044543429844098 0 0 0.0987166831194472 0 0 0 0 0.0859106529209622 0 0 0 0 0.0714796283059328 0 0 0 0 0 0 0 0 0
"zapato" 0 0 0 0 0.077639751552795 0.0708215297450425 0.0418235048097031 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"abran" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0.175131348511384
"abre" 0.089086859688196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0
"abril" 0 0 0 0 0 0 0 0 0 0 0 0.0474833808167142 0 0 0 0 0.0547645125958379 0 0 0.0368867576540022 0 0 0
"abunda" 0 0 0 0 0 0.212464589235127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acabad" 0 0 0 0 0 0 0 0 0.171821305841924 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0
"acero" 0 0 0.114810562571757 0 0 0 0 0 0 0 0 0.0474833808167142 0 0 0 0 0 0 0 0.0368867576540022 0 0 0
"achombo" 0 0 0 0 0.232919254658385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"admirable" 0.044543429844098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0.0914913083257091 0 0
"admiro" 0 0 0 0 0 0 0 0.0363504180298073 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0.0368867576540022 0 0 0
"advierta" 0.044543429844098 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0
"alas" 0 0 0 0 0 0 0 0.0727008360596147 0 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0
"alcahueta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.110660272962007 0 0 0
"alegrar" 0 0 0 0 0 0 0 0 0.0859106529209622 0 0 0 0 0 0 0 0 0 0.0570450656018254 0 0 0 0
"algunos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0.0570450656018254 0 0 0 0
"almas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0368867576540022 0.182982616651418 0 0
"almodrote" 0 0.11609907120743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"alta" 0 0 0 0 0 0.0708215297450425 0 0 0 0 0 0 0 0 0 0 0.0547645125958379 0 0.0285225328009127 0 0 0 0
"amar" 0.044543429844098 0 0 0 0 0.0708215297450425 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0 0
"amén" 0 0 0 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0.109529025191676 0 0 0 0 0 0
"amolador" 0 0 0 0 0.077639751552795 0 0 0 0 0 0 0 0 0.0714796283059328 0 0 0 0 0 0 0 0.0696378830083565 0
"amores" 0 0 0 0 0 0.0708215297450425 0 0.0363504180298073 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0
"amparo" 0 0 0 0 0.077639751552795 0 0 0.0363504180298073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0875656742556918
"andáis" 0 0 0 0 0 0.141643059490085 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0
"andan" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.101419878296146 0.0537923614846692 0 0 0 0 0 0 0.0875656742556918
"ando" 0 0 0 0 0 0 0.0418235048097031 0 0 0 0 0 0.0571428571428571 0 0 0 0 0.0696378830083565 0 0 0 0 0
"anduvo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0570450656018254 0 0.0914913083257091 0 0
"ante" 0 0 0.114810562571757 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0875656742556918
"anzuelo" 0 0 0.34443168771527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aparta" 0 0 0 0 0 0 0 0.0363504180298073 0 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0.0696378830083565 0
"apetece" 0 0 0 0 0 0 0 0 0 0.124766063630692 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"aprenda" 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0.0547645125958379 0 0 0 0.0914913083257091 0 0
"aprisa" 0.044543429844098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0.0875656742556918
"aquesas" 0 0.0386996904024768 0 0 0 0 0 0 0 0 0 0 0 0.0714796283059328 0 0 0 0 0 0 0.0914913083257091 0 0
"aquese" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.101419878296146 0 0 0 0 0 0.0914913083257091 0 0.0875656742556918
"aquestos" 0 0.0386996904024768 0 0.0987166831194472 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"arrugas" 0 0 0 0 0 0 0 0 0 0 0 0.142450142450142 0 0 0 0 0 0 0 0 0 0 0
"arte" 0 0 0 0 0 0 0.0418235048097031 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0.0914913083257091 0 0
"artesa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.164293537787514 0 0 0 0 0 0
"asiento" 0 0 0 0 0 0 0.0836470096194061 0.0363504180298073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"asombro" 0 0 0 0 0 0 0 0.0727008360596147 0 0.0623830318153462 0 0 0 0 0 0 0 0 0 0 0 0 0
"atento" 0 0 0 0 0.077639751552795 0 0 0.0363504180298073 0 0 0 0.0474833808167142 0 0 0 0 0 0 0 0 0 0 0
"aurora" 0 0 0 0 0 0.0708215297450425 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0737735153080044 0 0 0
"auto" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.20891364902507 0 0 0 0 0
"avellanas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.304259634888438 0 0 0 0 0 0 0 0
"ayunas" 0 0 0 0 0 0 0 0 0 0.0623830318153462 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0 0.0875656742556918
"bailaré" 0 0 0 0 0 0 0 0 0 0.0623830318153462 0 0 0 0 0 0 0.0547645125958379 0 0 0 0 0.0696378830083565 0
"bailarines" 0 0 0 0 0 0.0708215297450425 0 0.0363504180298073 0 0 0 0 0 0 0 0 0 0 0 0 0.0914913083257091 0 0
"bailen" 0 0 0.114810562571757 0 0 0 0 0 0 0.0623830318153462 0 0.0474833808167142 0 0 0 0 0 0 0 0 0 0 0
"barbador" 0 0 0 0 0.232919254658385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bárbaro" 0 0 0 0 0 0 0 0.0363504180298073 0 0 0 0 0 0 0 0 0 0.0696378830083565 0 0.0368867576540022 0 0 0
"barberillo" 0.133630289532294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"barbilla" 0 0 0 0 0.232919254658385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"barrio" 0 0 0 0 0 0.0708215297450425 0 0 0 0 0 0 0 0 0.101419878296146 0 0.0547645125958379 0 0 0 0 0 0
"basto" 0 0 0 0 0 0.141643059490085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0
"beldad" 0 0.0773993808049536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0875656742556918
"bellas" 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0.0285225328009127 0.0368867576540022 0 0 0
"bello" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0.0368867576540022 0.0914913083257091 0 0
"bendita" 0 0 0 0 0 0 0 0 0 0.124766063630692 0 0 0 0 0 0 0.0547645125958379 0 0 0 0 0 0
"bercebú" 0 0 0 0 0 0.0708215297450425 0 0 0 0 0 0.0474833808167142 0 0 0.101419878296146 0 0 0 0 0 0 0 0
"bilches" 0 0 0 0 0 0 0 0 0 0 0.127496812579686 0 0 0 0 0 0 0 0 0 0 0 0
"bofetada" 0 0 0 0 0 0 0 0 0 0.187149095446039 0 0 0 0 0 0 0 0 0 0 0 0 0
"bonito" 0.044543429844098 0 0 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0.101419878296146 0 0 0 0 0 0 0 0
"borrachos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.101419878296146 0.0537923614846692 0 0 0 0 0 0 0.0875656742556918
"brasero" 0 0 0 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0.109529025191676 0 0 0 0 0 0
"broquel" 0 0 0 0 0 0 0 0.0727008360596147 0 0 0 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0
"buscando" 0.044543429844098 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0.0571428571428571 0 0 0 0 0 0 0 0 0 0
"caca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.214438884917798 0 0 0 0 0 0 0 0 0
"caletre" 0 0 0 0 0 0 0.125470514429109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"callen" 0 0 0 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0.0875656742556918
"calles" 0.044543429844098 0 0.114810562571757 0 0 0 0 0.0363504180298073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"calor" 0 0 0 0 0 0 0 0 0 0.124766063630692 0 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0
"calva" 0 0 0 0 0.15527950310559 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0 0 0 0
"calzones" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0537923614846692 0 0 0.0570450656018254 0 0 0 0
"caminar" 0 0 0 0 0 0 0 0 0.171821305841924 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0875656742556918
"canario" 0 0 0 0 0 0 0 0.109051254089422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"canto" 0.089086859688196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"carga" 0 0 0 0 0 0 0 0.0727008360596147 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0
"carta" 0 0 0 0 0 0 0.0836470096194061 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"casada" 0 0 0 0 0 0 0 0 0.0859106529209622 0 0 0 0.114285714285714 0 0 0 0 0 0 0 0 0 0
"casamentero" 0 0 0 0 0 0 0 0 0 0 0 0 0.171428571428571 0 0 0 0 0 0 0 0 0 0
"casarme" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.109529025191676 0 0.0285225328009127 0 0 0 0
"casco" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107584722969338 0 0 0 0 0 0.0696378830083565 0
"casquete" 0 0 0 0 0.232919254658385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cédula" 0 0 0 0.0987166831194472 0 0 0 0 0 0 0.0849978750531237 0 0 0 0 0 0 0 0 0 0 0 0
"celebérrimo" 0 0.0386996904024768 0 0 0 0 0 0.0363504180298073 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0 0
"celestial" 0 0.0386996904024768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0.0875656742556918
"celos" 0 0 0 0 0 0.0708215297450425 0 0 0 0.0623830318153462 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"cheriva" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.214438884917798 0 0 0 0 0 0 0 0 0
"chiribeque" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161377084454008 0 0 0 0 0 0 0
"cierta" 0.044543429844098 0 0 0 0.077639751552795 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0 0
"cintas" 0 0 0 0 0 0.141643059490085 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0 0
"cintura" 0 0 0 0 0.077639751552795 0 0 0 0 0 0.0849978750531237 0 0 0 0 0 0 0 0 0 0 0 0
"ciudades" 0 0.0386996904024768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0737735153080044 0 0 0
"civil" 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0.0474833808167142 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"cofre" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.262697022767075
"coge" 0 0 0 0 0.077639751552795 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139275766016713 0
"cólera" 0 0 0 0 0 0 0 0 0 0.0623830318153462 0 0 0 0 0 0 0 0 0 0.0368867576540022 0.0914913083257091 0 0
"colorada" 0 0 0 0 0.232919254658385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"colorado" 0.044543429844098 0 0 0 0.077639751552795 0 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0
"comedia" 0 0 0 0.0987166831194472 0 0 0 0 0 0 0 0.0474833808167142 0 0.0714796283059328 0 0 0 0 0 0 0 0 0
"comedias" 0 0 0 0 0 0 0 0 0 0 0 0 0.0571428571428571 0.142959256611866 0 0 0 0 0 0 0 0 0
"confieso" 0 0 0 0 0 0 0.0418235048097031 0.0363504180298073 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"confío" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0570450656018254 0 0.0914913083257091 0 0
"consigo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0537923614846692 0 0 0.0285225328009127 0.0368867576540022 0 0 0
"contando" 0 0 0 0 0 0 0 0 0.0859106529209622 0 0.0424989375265618 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0
"convida" 0 0 0.114810562571757 0 0 0 0 0 0 0 0 0 0 0 0.101419878296146 0 0 0 0 0 0.0914913083257091 0 0
"corcho" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0855675984027382 0 0 0 0
"corrección" 0 0 0 0 0 0.0708215297450425 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0.0368867576540022 0 0 0
"corren" 0 0 0 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0.101419878296146 0 0.0547645125958379 0 0 0 0 0 0
"cortesano" 0 0 0 0 0 0 0 0 0 0.0623830318153462 0 0.0949667616334283 0 0 0 0 0 0 0 0 0 0 0
"corto" 0.089086859688196 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0 0
"coz" 0.044543429844098 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0.0914913083257091 0 0
"crespa" 0 0 0 0 0 0 0 0 0.257731958762887 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"crianza" 0 0.0773993808049536 0 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cristiano" 0 0 0 0 0 0 0.125470514429109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cuándo" 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0.0570450656018254 0 0 0 0
"cuaresma" 0 0 0 0 0 0 0 0 0 0 0.0849978750531237 0 0 0 0 0 0.0547645125958379 0 0 0 0 0 0
"cueros" 0 0 0 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0.101419878296146 0 0 0 0 0 0 0.0696378830083565 0
"cuidados" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0.0737735153080044 0 0 0
"curarse" 0 0 0 0 0 0 0 0 0 0 0 0.142450142450142 0 0 0 0 0 0 0 0 0 0 0
"cure" 0 0 0 0 0 0 0 0 0 0 0 0.142450142450142 0 0 0 0 0 0 0 0 0 0 0
"dalde" 0 0 0 0 0 0.141643059490085 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"daños" 0 0 0 0 0.077639751552795 0 0 0 0 0 0 0 0 0.0714796283059328 0 0 0 0 0 0.0368867576540022 0 0 0
"dará" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.101419878296146 0 0 0 0.0285225328009127 0 0 0 0.0875656742556918
"darle" 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0.0474833808167142 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"das" 0 0 0 0 0 0.0708215297450425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.139275766016713 0
"debía" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0855675984027382 0 0 0 0
"dejado" 0 0 0 0 0 0 0 0 0 0.124766063630692 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"dejemos" 0.044543429844098 0.0386996904024768 0 0 0 0 0 0 0 0 0 0.0474833808167142 0 0 0 0 0 0 0 0 0 0 0
"delito" 0 0 0 0 0 0 0 0 0 0 0 0.0474833808167142 0 0 0 0 0 0 0 0.0737735153080044 0 0 0
"demos" 0 0.0386996904024768 0 0 0 0 0 0 0 0 0 0 0 0.0714796283059328 0 0 0 0.0696378830083565 0 0 0 0 0
"derecho" 0 0 0 0 0 0 0.0418235048097031 0.0363504180298073 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"descubre" 0.044543429844098 0 0 0 0 0 0 0 0 0.0623830318153462 0 0 0 0 0 0 0 0 0 0 0.0914913083257091 0 0
"descuidado" 0 0 0 0 0.077639751552795 0 0 0 0 0 0 0 0 0.0714796283059328 0 0 0 0 0.0285225328009127 0 0 0 0
"desea" 0.044543429844098 0 0 0 0.077639751552795 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0 0 0 0
"deseado" 0 0.11609907120743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"desnuda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161377084454008 0 0 0 0 0 0 0
"desnudo" 0 0 0 0 0 0 0 0 0.0859106529209622 0 0 0 0 0 0.101419878296146 0 0 0.0696378830083565 0 0 0 0 0
"despojos" 0.044543429844098 0 0 0 0 0 0 0 0 0.0623830318153462 0 0 0 0 0 0 0 0 0 0.0368867576540022 0 0 0
"desvío" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.20891364902507 0 0 0 0 0
"dirán" 0 0 0 0 0 0 0 0 0 0.124766063630692 0 0.0474833808167142 0 0 0 0 0 0 0 0 0 0 0
"discurso" 0 0.0773993808049536 0 0 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0 0 0 0
"divina" 0 0.0386996904024768 0 0 0 0 0 0 0 0 0 0.0474833808167142 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"docientos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107584722969338 0 0.0696378830083565 0 0 0 0 0
"dorotea" 0 0 0 0 0 0 0 0 0.257731958762887 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"duque" 0 0 0 0 0 0 0 0.0363504180298073 0 0 0.0849978750531237 0 0 0 0 0 0 0 0 0 0 0 0
"e" 0 0.0386996904024768 0 0 0 0 0.0418235048097031 0 0 0 0 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0
"echado" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107584722969338 0.0547645125958379 0 0 0 0 0 0
"échase" 0 0.0386996904024768 0 0 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0.0547645125958379 0 0 0 0 0 0
"efeto" 0 0 0 0 0 0.141643059490085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0914913083257091 0 0
"encaje" 0 0 0 0 0.15527950310559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0875656742556918
"enemiga" 0.044543429844098 0 0 0 0.077639751552795 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0 0 0 0
"enfado" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0570450656018254 0.0368867576540022 0 0 0
"enferma" 0 0 0 0 0 0 0 0 0 0 0 0.142450142450142 0 0 0 0 0 0 0 0 0 0 0
"engaños" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0570450656018254 0.0368867576540022 0 0 0
"entiende" 0 0 0 0 0.232919254658385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"entrado" 0 0 0 0 0 0 0.0418235048097031 0 0 0 0.0424989375265618 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0
"entrambas" 0 0 0 0.0987166831194472 0 0 0 0 0 0 0 0 0 0 0 0.0537923614846692 0 0 0.0285225328009127 0 0 0 0
"entrañas" 0 0 0 0 0 0 0 0.0363504180298073 0 0 0 0 0.0571428571428571 0 0 0 0.0547645125958379 0 0 0 0 0 0
"entró" 0 0.0386996904024768 0 0 0 0.0708215297450425 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0 0 0 0
"error" 0 0 0 0 0 0.0708215297450425 0 0 0 0 0 0 0 0 0 0 0 0 0.0285225328009127 0.0368867576540022 0 0 0
"escarraman" 0 0 0 0 0 0 0 0.109051254089422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"esclavo" 0 0 0 0 0 0 0 0.0363504180298073 0 0 0 0 0 0 0 0 0 0.0696378830083565 0.0285225328009127 0 0 0 0
"escoja" 0 0 0 0 0 0 0 0.0363504180298073 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0
"escojo" 0 0 0 0 0 0 0 0.109051254089422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"escribanos" 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0.142959256611866 0 0 0 0 0 0 0 0 0
"escribe" 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0.142959256611866 0 0 0 0 0 0 0 0 0
"esotro" 0.044543429844098 0 0 0 0 0 0 0 0.0859106529209622 0 0 0 0 0 0 0.0537923614846692 0 0 0 0 0 0 0
"esposo" 0 0.0386996904024768 0 0 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0 0.0914913083257091 0 0
"éstas" 0 0 0 0.0987166831194472 0 0 0.0418235048097031 0 0 0 0 0.0474833808167142 0 0 0 0 0 0 0 0 0 0 0
"estimo" 0 0 0 0 0 0 0 0.0363504180298073 0 0 0.0424989375265618 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"estoque" 0 0.11609907120743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"estotra" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161377084454008 0 0 0 0 0 0 0
"estudie" 0 0 0 0 0 0 0 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0.182982616651418 0 0
"eterna" 0 0 0 0.0987166831194472 0.077639751552795 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0875656742556918
"examinarme" 0 0 0 0 0 0 0 0 0 0 0.127496812579686 0 0 0 0 0 0 0 0 0 0 0 0
"excelencia" 0 0.0386996904024768 0 0 0 0 0 0.0363504180298073 0 0 0 0 0 0 0 0 0.0547645125958379 0 0 0 0 0 0
"excusar" 0 0 0 0 0.077639751552795 0 0 0 0 0.0623830318153462 0 0 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"experiencia" 0 0 0 0 0 0 0 0 0 0 0 0.0474833808167142 0 0 0 0 0 0 0.0285225328009127 0 0 0 0.0875656742556918
"extremado" 0.044543429844098 0 0 0 0 0 0 0 0 0.0623830318153462 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0
"faldas" 0 0 0 0 0 0 0 0 0.0859106529209622 0 0 0 0 0.0714796283059328 0 0 0 0 0 0 0.0914913083257091 0 0
"falso" 0.044543429844098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0737735153080044 0 0 0
"faltriqueras" 0 0 0 0.0987166831194472 0 0 0 0 0 0 0 0 0 0.142959256611866 0 0 0 0 0 0 0 0 0
"famoso" 0 0 0 0 0 0 0.0418235048097031 0.0363504180298073 0 0 0 0 0 0 0 0 0.0547645125958379 0 0 0 0 0 0
"fantasía" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0737735153080044 0.0914913083257091 0 0
"farsante" 0 0 0 0 0 0 0 0 0 0 0 0.0949667616334283 0 0 0 0 0 0 0.0285225328009127 0 0 0 0
"favores" 0 0 0 0 0 0.0708215297450425 0.0418235048097031 0 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0 0 0 0
"fecit" 0 0 0 0 0 0 0 0 0 0.0623830318153462 0 0.0474833808167142 0 0 0 0 0.0547645125958379 0 0 0 0 0 0
"fénix" 0 0.0386996904024768 0 0 0 0.141643059490085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fiel" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0.0570450656018254 0 0 0 0
"firmeza" 0 0 0 0 0 0 0 0.0363504180298073 0 0 0 0.0949667616334283 0 0 0 0 0 0 0 0 0 0 0
"francés" 0.044543429844098 0 0 0 0 0 0 0 0 0 0 0 0 0.142959256611866 0 0 0 0 0 0 0 0 0
"fría" 0 0 0 0 0 0 0 0.0363504180298073 0 0 0.0424989375265618 0 0 0 0 0 0 0 0 0.0368867576540022 0 0 0
"fruta" 0 0 0 0.197433366238894 0 0 0 0 0 0 0 0 0.0571428571428571 0 0 0 0 0 0 0 0 0 0
"garan" 0 0 0 0.296150049358342 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"garcilaso" 0 0 0 0 0 0 0 0 0 0.0623830318153462 0.0424989375265618 0.0474833808167142 0 0 0 0 0 0 0 0 0 0 0
"gastado" 0 0.0773993808049536 0 0 0 0 0 0 0 0 0 0 0 0.0714796283059328 0 0 0 0 0 0 0 0 0
"gasto" 0 0 0 0 0 0.0708215297450425 0 0 0 0 0 0 0.0571428571428571 0.0714796283059328 0 0 0 0 0 0 0 0 0
"gigante" 0.044543429844098 0.0386996904024768 0 0 0 0 0 0 0 0.0623830318153462 0 0 0 0 0 0 0 0 0 0 0 0 0
"gobernar" 0 0 0 0 0 0 0.125470514429109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"goza" 0.044543429844098 0.0386996904024768 0 0 0 0 0 0 0 0 0 0.0474833808167142 0 0 0 0 0 0 0 0 0 0 0
"gozo" 0.089086859688196 0.0386996904024768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
