"Barr_EP_triunfo" "Cerv_EP_cueva" "Cerv_EP_guarda" "Cerv_EP_juez" "Cerv_EP_retablo" "Cerv_EP_viejo" "Cerv_EP_vizcaino" "Cerv_EV_eleccion" "Cerv_EV_rufian"
"dos" 0.170357751277683 0.196078431372549 0.325115144947169 0.299600532623169 0.181378476420798 0.158311345646438 0.248925096175605 0.125470514429109 0.363504180298073
"mí" 0.149063032367973 0.168067226890756 0.325115144947169 0.299600532623169 0.241837968561064 0.343007915567282 0.248925096175605 0.125470514429109 0.109051254089422
"está" 0.298126064735945 0.196078431372549 0.189650501219182 0.266311584553928 0.151148730350665 0.237467018469657 0.135777325186694 0.125470514429109 0.363504180298073
"son" 0.298126064735945 0.224089635854342 0.135464643727987 0.266311584553928 0.332527206771463 0.079155672823219 0.181036433582258 0.376411543287327 0.0363504180298073
"te" 0.0212947189097104 0.168067226890756 0.352208073692766 0 0.423216444981862 0.105540897097625 0.248925096175605 0.0836470096194061 0.581606688476917
"coche" 1.2350936967632 0.112044817927171 0 0 0 0 0.0905182167911292 0 0
"él" 0.212947189097104 0.224089635854342 0.162557572473584 0.199733688415446 0.120918984280532 0.369393139841689 0.181036433582258 0.167294019238812 0.109051254089422
"mis" 0.0851788756388416 0.252100840336134 0.379301002438364 0.099866844207723 0.151148730350665 0.237467018469657 0.135777325186694 0.0836470096194061 0.363504180298073
"sus" 0.149063032367973 0.112044817927171 0.10837171498239 0.33288948069241 0.120918984280532 0.211081794195251 0.181036433582258 0.209117524048515 0.327153762268266
"ella" 0.127768313458262 0.168067226890756 0.270929287455974 0.366178428761651 0.060459492140266 0.263852242744063 0.135777325186694 0.125470514429109 0.145401672119229
"cristina" 0 0.280112044817927 0.514765646166351 0 0 0.184696569920844 0.475220638153428 0 0
"han" 0.106473594548552 0.280112044817927 0.189650501219182 0 0.151148730350665 0.0527704485488127 0.113147770988912 0.376411543287327 0.399854598327881
"quiero" 0.170357751277683 0.224089635854342 0.216743429964779 0.166444740346205 0.090689238210399 0.237467018469657 0.203665987780041 0 0.145401672119229
"todos" 0.0851788756388416 0.224089635854342 0.10837171498239 0.133155792276964 0.453446191051995 0.079155672823219 0.0226295541977823 0.292764533667921 0.290803344238459
"mujer" 0.55366269165247 0.0560224089635854 0 0.565912117177097 0.030229746070133 0.0263852242744063 0.135777325186694 0 0
"os" 0.0425894378194208 0.364145658263305 0.352208073692766 0.366178428761651 0.151148730350665 0 0.0452591083955646 0.250941028858218 0.0363504180298073
"eso" 0.383304940374787 0.0840336134453782 0.10837171498239 0.133155792276964 0.241837968561064 0.158311345646438 0.158406879384476 0.0418235048097031 0
"este" 0.106473594548552 0.0560224089635854 0.162557572473584 0.233022636484687 0.241837968561064 0.105540897097625 0.226295541977823 0.167294019238812 0.145401672119229
"aun" 0.149063032367973 0.0840336134453782 0.162557572473584 0.133155792276964 0.151148730350665 0.211081794195251 0.135777325186694 0.125470514429109 0.254452926208651
"quien" 0.0851788756388416 0.0840336134453782 0.0541858574911948 0.233022636484687 0.151148730350665 0.184696569920844 0.316813758768952 0.167294019238812 0.109051254089422
"he" 0.106473594548552 0.0840336134453782 0.162557572473584 0.166444740346205 0.090689238210399 0.211081794195251 0.339443312966735 0 0.109051254089422
"cómo" 0.106473594548552 0.196078431372549 0.162557572473584 0.033288948069241 0.151148730350665 0.211081794195251 0.248925096175605 0.0836470096194061 0.0727008360596147
"doña" 0.340715502555366 0 0 0.166444740346205 0 0.369393139841689 0.248925096175605 0 0.0363504180298073
"nos" 0.127768313458262 0.112044817927171 0.0541858574911948 0.099866844207723 0.272067714631197 0.131926121372032 0.203665987780041 0.167294019238812 0.181752090149037
"quién" 0.170357751277683 0.224089635854342 0.189650501219182 0.099866844207723 0.060459492140266 0.316622691292876 0.0452591083955646 0.0836470096194061 0.109051254089422
"digo" 0.127768313458262 0.168067226890756 0.135464643727987 0.099866844207723 0.181378476420798 0.158311345646438 0.113147770988912 0.209117524048515 0.109051254089422
"aunque" 0.0851788756388416 0.112044817927171 0.243836358710377 0.099866844207723 0.090689238210399 0.131926121372032 0.203665987780041 0.125470514429109 0.145401672119229
"vida" 0.149063032367973 0.140056022408964 0.0541858574911948 0.133155792276964 0.151148730350665 0.263852242744063 0.0905182167911292 0.0836470096194061 0.181752090149037
"decir" 0.0425894378194208 0.140056022408964 0.0541858574911948 0.266311584553928 0.211608222490931 0.131926121372032 0.248925096175605 0 0.0727008360596147
"mal" 0.0638841567291312 0.0840336134453782 0.162557572473584 0.199733688415446 0.030229746070133 0.237467018469657 0.0905182167911292 0.167294019238812 0.218102508178844
"otra" 0.0851788756388416 0.112044817927171 0.135464643727987 0.099866844207723 0.151148730350665 0.211081794195251 0.203665987780041 0 0.109051254089422
"verdad" 0.0425894378194208 0.168067226890756 0.10837171498239 0.066577896138482 0.090689238210399 0.211081794195251 0.248925096175605 0.125470514429109 0.0727008360596147
"cuando" 0.106473594548552 0.0840336134453782 0.216743429964779 0.233022636484687 0.060459492140266 0.0527704485488127 0.203665987780041 0.125470514429109 0.0363504180298073
"oh" 0.298126064735945 0.112044817927171 0.135464643727987 0 0.060459492140266 0.0527704485488127 0.0226295541977823 0.0836470096194061 0.363504180298073
"buena" 0.234241908006814 0.140056022408964 0.0270929287455974 0.133155792276964 0.030229746070133 0.158311345646438 0.181036433582258 0.0418235048097031 0.0727008360596147
"hacer" 0.212947189097104 0.196078431372549 0.10837171498239 0.099866844207723 0.120918984280532 0.079155672823219 0.0905182167911292 0.0836470096194061 0.0727008360596147
"agora" 0.234241908006814 0.112044817927171 0.162557572473584 0.066577896138482 0.090689238210399 0.0527704485488127 0.135777325186694 0.0836470096194061 0.0363504180298073
"dice" 0.276831345826235 0.0560224089635854 0.0541858574911948 0.133155792276964 0.090689238210399 0.105540897097625 0.181036433582258 0.0418235048097031 0
"esto" 0.0638841567291312 0.140056022408964 0.10837171498239 0.299600532623169 0.060459492140266 0.079155672823219 0.0905182167911292 0.125470514429109 0.145401672119229
"hombre" 0.298126064735945 0.0560224089635854 0.0812787862367922 0.266311584553928 0.211608222490931 0.0527704485488127 0 0.0418235048097031 0
"así" 0.0425894378194208 0.112044817927171 0.135464643727987 0.133155792276964 0.151148730350665 0.131926121372032 0.135777325186694 0.167294019238812 0.0363504180298073
"sé" 0.0638841567291312 0.196078431372549 0.0541858574911948 0.033288948069241 0.030229746070133 0.237467018469657 0.135777325186694 0.250941028858218 0.0363504180298073
"manos" 0.298126064735945 0.0560224089635854 0.0812787862367922 0.033288948069241 0.060459492140266 0.0263852242744063 0.181036433582258 0 0.109051254089422
"marido" 0.276831345826235 0.112044817927171 0.10837171498239 0.266311584553928 0 0.0527704485488127 0.0678886625933469 0 0
"noche" 0.0425894378194208 0.364145658263305 0 0.133155792276964 0.090689238210399 0.131926121372032 0.135777325186694 0 0.0363504180298073
"quiere" 0.127768313458262 0.0560224089635854 0.0541858574911948 0.099866844207723 0.090689238210399 0.237467018469657 0.0905182167911292 0.167294019238812 0.0363504180298073
"entra" 0.0425894378194208 0.0840336134453782 0.135464643727987 0.133155792276964 0.060459492140266 0.105540897097625 0.135777325186694 0.0836470096194061 0.181752090149037
"entre" 0.0851788756388416 0 0.162557572473584 0.066577896138482 0.151148730350665 0.184696569920844 0.0905182167911292 0.167294019238812 0.0363504180298073
"cosa" 0.0425894378194208 0.168067226890756 0.162557572473584 0.166444740346205 0.090689238210399 0.105540897097625 0.135777325186694 0 0
"dicho" 0.106473594548552 0.0280112044817927 0.10837171498239 0.166444740346205 0 0.105540897097625 0.113147770988912 0.292764533667921 0.0363504180298073
"mejor" 0.106473594548552 0.140056022408964 0.0541858574911948 0.133155792276964 0.030229746070133 0.079155672823219 0.135777325186694 0.0836470096194061 0.145401672119229
"sea" 0.149063032367973 0.0840336134453782 0.0541858574911948 0.166444740346205 0.090689238210399 0.131926121372032 0.0678886625933469 0.0418235048097031 0.109051254089422
"alguna" 0.0638841567291312 0.0840336134453782 0.162557572473584 0.066577896138482 0.090689238210399 0.105540897097625 0.203665987780041 0 0.0363504180298073
"fuera" 0.0851788756388416 0.140056022408964 0.0812787862367922 0.099866844207723 0.030229746070133 0.184696569920844 0.0905182167911292 0 0.145401672119229
"todas" 0.170357751277683 0.0560224089635854 0.0541858574911948 0.099866844207723 0.090689238210399 0.158311345646438 0.0452591083955646 0.0836470096194061 0.109051254089422
"ver" 0.106473594548552 0.168067226890756 0.0270929287455974 0.133155792276964 0.30229746070133 0.0527704485488127 0.0452591083955646 0.0418235048097031 0
"cuatro" 0.0638841567291312 0.0560224089635854 0.135464643727987 0.099866844207723 0.120918984280532 0.0263852242744063 0.0678886625933469 0.334588038477624 0.0363504180298073
"don" 0.489778534923339 0.0280112044817927 0 0 0 0 0.113147770988912 0 0.0363504180298073
"luego" 0.170357751277683 0.0280112044817927 0.216743429964779 0 0.090689238210399 0.105540897097625 0.0226295541977823 0.0836470096194061 0.109051254089422
"sale" 0.298126064735945 0.168067226890756 0.0812787862367922 0.066577896138482 0.030229746070133 0.079155672823219 0 0 0.0363504180298073
"sí" 0.106473594548552 0.168067226890756 0.243836358710377 0 0.090689238210399 0.079155672823219 0.0905182167911292 0 0
"tu" 0 0.168067226890756 0.135464643727987 0.066577896138482 0.030229746070133 0.0527704485488127 0.226295541977823 0.0836470096194061 0.0727008360596147
"vos" 0.191652470187394 0.0280112044817927 0.0270929287455974 0.199733688415446 0.120918984280532 0.105540897097625 0.0905182167911292 0.0418235048097031 0
"buen" 0.0212947189097104 0.112044817927171 0.0541858574911948 0.099866844207723 0.211608222490931 0.079155672823219 0.0905182167911292 0.167294019238812 0.0363504180298073
"mil" 0.106473594548552 0.140056022408964 0.162557572473584 0.066577896138482 0 0.105540897097625 0.0452591083955646 0.125470514429109 0.0727008360596147
"otro" 0.127768313458262 0.0560224089635854 0.135464643727987 0.099866844207723 0.030229746070133 0.079155672823219 0.0678886625933469 0.0836470096194061 0.145401672119229
"poco" 0.0638841567291312 0.0840336134453782 0.0270929287455974 0.033288948069241 0.090689238210399 0.131926121372032 0.181036433582258 0.125470514429109 0.0727008360596147
"da" 0.127768313458262 0.0560224089635854 0.10837171498239 0.166444740346205 0.090689238210399 0.079155672823219 0.0452591083955646 0.0418235048097031 0.0727008360596147
"día" 0.234241908006814 0.0280112044817927 0.10837171498239 0.133155792276964 0.030229746070133 0.079155672823219 0.0452591083955646 0 0.0727008360596147
"estoy" 0.106473594548552 0.0560224089635854 0.135464643727987 0.066577896138482 0.060459492140266 0.158311345646438 0.0905182167911292 0.0418235048097031 0.0363504180298073
"mucho" 0.0212947189097104 0.0840336134453782 0.162557572473584 0.099866844207723 0.030229746070133 0.105540897097625 0.0905182167911292 0.209117524048515 0.0363504180298073
"ay" 0.106473594548552 0.140056022408964 0.0541858574911948 0 0.030229746070133 0.131926121372032 0.181036433582258 0 0.0363504180298073
"calle" 0.127768313458262 0.0560224089635854 0.298022216201571 0 0 0.0527704485488127 0.0678886625933469 0 0.109051254089422
"cosas" 0 0.168067226890756 0.0541858574911948 0.066577896138482 0.181378476420798 0.158311345646438 0.0226295541977823 0.0836470096194061 0.0727008360596147
"mundo" 0.0212947189097104 0.0840336134453782 0.0812787862367922 0.066577896138482 0.090689238210399 0.105540897097625 0.0905182167911292 0.209117524048515 0.0727008360596147
"parece" 0.0851788756388416 0.168067226890756 0.10837171498239 0 0.030229746070133 0.105540897097625 0.0905182167911292 0.167294019238812 0
"puede" 0.0425894378194208 0 0.10837171498239 0.133155792276964 0.090689238210399 0.0263852242744063 0.113147770988912 0.125470514429109 0.181752090149037
"señores" 0.0212947189097104 0.168067226890756 0 0.133155792276964 0.272067714631197 0.0527704485488127 0.0226295541977823 0.167294019238812 0
"tal" 0.0638841567291312 0.0280112044817927 0.0812787862367922 0.033288948069241 0.181378476420798 0.0527704485488127 0.0678886625933469 0.209117524048515 0.109051254089422
"cadena" 0 0 0 0 0 0 0.543109300746775 0 0.0727008360596147
"desta" 0.0212947189097104 0.0280112044817927 0.162557572473584 0.199733688415446 0.030229746070133 0.0527704485488127 0.181036433582258 0.0418235048097031 0
"hasta" 0.0638841567291312 0.140056022408964 0.0812787862367922 0.066577896138482 0.060459492140266 0.131926121372032 0.0452591083955646 0.0418235048097031 0.109051254089422
"juan" 0.0425894378194208 0 0.0541858574911948 0.033288948069241 0.241837968561064 0.131926121372032 0.0226295541977823 0.0418235048097031 0.218102508178844
"sabe" 0.0851788756388416 0.112044817927171 0.0270929287455974 0.066577896138482 0 0.105540897097625 0.135777325186694 0.209117524048515 0
"también" 0.106473594548552 0.0280112044817927 0.0541858574911948 0.033288948069241 0.060459492140266 0.105540897097625 0.158406879384476 0.0836470096194061 0.0727008360596147
"toda" 0.0638841567291312 0.0840336134453782 0.10837171498239 0.133155792276964 0.060459492140266 0.131926121372032 0.0905182167911292 0.0418235048097031 0
"años" 0.170357751277683 0 0.0541858574911948 0.166444740346205 0 0.079155672823219 0.0226295541977823 0.0418235048097031 0.181752090149037
"bueno" 0.106473594548552 0.112044817927171 0.0812787862367922 0.033288948069241 0.060459492140266 0.0263852242744063 0.0678886625933469 0.125470514429109 0.109051254089422
"diablos" 0.0851788756388416 0.420168067226891 0 0.066577896138482 0.090689238210399 0 0 0.0418235048097031 0
"esa" 0.106473594548552 0.0560224089635854 0.162557572473584 0.066577896138482 0.120918984280532 0.0527704485488127 0.0678886625933469 0 0.0363504180298073
"hortigosa" 0 0 0 0 0 0.659630606860158 0 0 0
"jesús" 0.149063032367973 0.0840336134453782 0.0270929287455974 0 0.030229746070133 0.184696569920844 0.0905182167911292 0 0.0727008360596147
"nada" 0.0638841567291312 0.0840336134453782 0 0 0.120918984280532 0.131926121372032 0.113147770988912 0.125470514429109 0.0727008360596147
"pobre" 0.106473594548552 0.30812324929972 0.0541858574911948 0.033288948069241 0 0.0527704485488127 0 0.0836470096194061 0.0727008360596147
"puedo" 0.0212947189097104 0.0840336134453782 0.135464643727987 0.266311584553928 0.030229746070133 0.0263852242744063 0.0905182167911292 0 0.0727008360596147
"vaya" 0.0851788756388416 0.0840336134453782 0.135464643727987 0.033288948069241 0.060459492140266 0 0.0452591083955646 0.0836470096194061 0.218102508178844
"vez" 0.0212947189097104 0.0560224089635854 0.10837171498239 0.133155792276964 0.060459492140266 0.0527704485488127 0.203665987780041 0 0.0363504180298073
"ahora" 0.0638841567291312 0.0560224089635854 0.135464643727987 0.033288948069241 0.151148730350665 0.079155672823219 0.0905182167911292 0.0418235048097031 0
"éste" 0.0851788756388416 0.112044817927171 0.10837171498239 0 0.060459492140266 0.079155672823219 0.0226295541977823 0.0418235048097031 0.181752090149037
"mía" 0.0638841567291312 0.168067226890756 0.135464643727987 0 0 0.079155672823219 0.0678886625933469 0.0836470096194061 0.0727008360596147
"sacristán" 0 0.30812324929972 0.352208073692766 0 0 0 0 0 0
"tener" 0.106473594548552 0.0280112044817927 0.0541858574911948 0.099866844207723 0.090689238210399 0.131926121372032 0.113147770988912 0 0
"viejo" 0 0 0.0270929287455974 0.066577896138482 0.060459492140266 0.395778364116095 0.0226295541977823 0.125470514429109 0
"amiga" 0.0851788756388416 0 0 0.033288948069241 0.090689238210399 0.0263852242744063 0.29418420457117 0 0.0363504180298073
"cuerpo" 0.0212947189097104 0.0560224089635854 0.0541858574911948 0 0.241837968561064 0.0263852242744063 0.0452591083955646 0.209117524048515 0.0727008360596147
"gusto" 0.149063032367973 0.112044817927171 0.10837171498239 0.033288948069241 0 0.0263852242744063 0.0452591083955646 0.0418235048097031 0.109051254089422
"parte" 0.0851788756388416 0.0280112044817927 0.135464643727987 0 0.120918984280532 0 0.113147770988912 0.0836470096194061 0.0727008360596147
"puerta" 0.0425894378194208 0.112044817927171 0.162557572473584 0.066577896138482 0.030229746070133 0.131926121372032 0.0678886625933469 0 0
"va" 0.0851788756388416 0.0280112044817927 0.0541858574911948 0.133155792276964 0.030229746070133 0.105540897097625 0.0678886625933469 0.0418235048097031 0.109051254089422
"viene" 0.149063032367973 0.0560224089635854 0.0541858574911948 0.033288948069241 0.090689238210399 0 0.0452591083955646 0.0418235048097031 0.181752090149037
"acá" 0.149063032367973 0.0840336134453782 0.10837171498239 0 0.030229746070133 0.0527704485488127 0.0678886625933469 0.0418235048097031 0.0363504180298073
"diablo" 0.0425894378194208 0.0560224089635854 0 0.033288948069241 0.120918984280532 0.131926121372032 0.135777325186694 0.0418235048097031 0.0363504180298073
"hecho" 0.0638841567291312 0.0280112044817927 0.162557572473584 0.033288948069241 0.030229746070133 0.0527704485488127 0.0905182167911292 0.0418235048097031 0.109051254089422
"mercedes" 0.0425894378194208 0.0280112044817927 0.0541858574911948 0.066577896138482 0.120918984280532 0.105540897097625 0.0678886625933469 0.167294019238812 0
"será" 0.0638841567291312 0.0560224089635854 0.0812787862367922 0.066577896138482 0.151148730350665 0.0527704485488127 0.0452591083955646 0.0418235048097031 0.0727008360596147
"tiempo" 0.106473594548552 0.0560224089635854 0.0541858574911948 0.066577896138482 0 0.0527704485488127 0.0905182167911292 0.125470514429109 0.0727008360596147
"vecina" 0 0 0 0 0 0.554089709762533 0.0226295541977823 0 0
"vuelve" 0.0212947189097104 0.0840336134453782 0.0270929287455974 0.033288948069241 0.120918984280532 0 0.135777325186694 0.0418235048097031 0.181752090149037
"cielo" 0.0425894378194208 0.0560224089635854 0.0270929287455974 0 0.060459492140266 0.0263852242744063 0.0226295541977823 0.292764533667921 0.181752090149037
"cristinica" 0 0.140056022408964 0.189650501219182 0 0 0.237467018469657 0 0 0
"donde" 0.0212947189097104 0.196078431372549 0.10837171498239 0.099866844207723 0.030229746070133 0.0527704485488127 0.0226295541977823 0 0.0727008360596147
"mío" 0.0212947189097104 0.196078431372549 0.0541858574911948 0.066577896138482 0 0.0263852242744063 0.0678886625933469 0.0418235048097031 0.145401672119229
"nunca" 0.0425894378194208 0.140056022408964 0 0.033288948069241 0.090689238210399 0.105540897097625 0.0905182167911292 0.0836470096194061 0
"tanto" 0.0425894378194208 0.0840336134453782 0.0270929287455974 0.033288948069241 0 0.0527704485488127 0.135777325186694 0.0418235048097031 0.181752090149037
"alma" 0 0.0560224089635854 0.135464643727987 0 0.030229746070133 0.131926121372032 0.0678886625933469 0.0418235048097031 0.109051254089422
"amigo" 0.0212947189097104 0.168067226890756 0.0541858574911948 0.033288948069241 0 0.158311345646438 0.0452591083955646 0 0.0727008360596147
"ellos" 0.0638841567291312 0.0840336134453782 0.0541858574911948 0.033288948069241 0 0 0.0226295541977823 0.209117524048515 0.181752090149037
"ésta" 0.0425894378194208 0.0560224089635854 0.0541858574911948 0.033288948069241 0.120918984280532 0.0527704485488127 0.113147770988912 0 0.0727008360596147
"están" 0.0425894378194208 0.0560224089635854 0.135464643727987 0.099866844207723 0.030229746070133 0.0263852242744063 0.0226295541977823 0.209117524048515 0
"estas" 0.0212947189097104 0.140056022408964 0.135464643727987 0 0.060459492140266 0.0527704485488127 0.0452591083955646 0.0836470096194061 0.0363504180298073
