"Barr_EP_triunfo" "Cerv_EP_cueva" "Cerv_EP_guarda" "Cerv_EP_juez" "Cerv_EP_retablo" "Cerv_EP_viejo" "Cerv_EP_vizcaino" "Cerv_EV_eleccion" "Cerv_EV_rufian"
"nuestro" 0.0212947189097104 0.0560224089635854 0 0 0.030229746070133 0 0.113147770988912 0.0836470096194061 0
"palabras" 0.0425894378194208 0.0840336134453782 0 0 0 0.079155672823219 0.0452591083955646 0.0418235048097031 0
"pan" 0.0638841567291312 0.0560224089635854 0 0.033288948069241 0.030229746070133 0.0263852242744063 0 0 0.109051254089422
"pedro" 0 0 0 0 0.151148730350665 0 0 0.250941028858218 0
"posible" 0 0 0.0541858574911948 0.033288948069241 0 0.105540897097625 0.0226295541977823 0.0418235048097031 0.0727008360596147
"primero" 0.127768313458262 0 0 0 0.030229746070133 0.0527704485488127 0.0226295541977823 0 0.0363504180298073
"puesto" 0 0.0560224089635854 0 0.033288948069241 0.030229746070133 0.0527704485488127 0.0226295541977823 0.125470514429109 0.0363504180298073
"querría" 0.0425894378194208 0 0.0270929287455974 0.066577896138482 0 0.105540897097625 0.0452591083955646 0 0
"quisiere" 0.0212947189097104 0.0560224089635854 0.0541858574911948 0 0.030229746070133 0.0263852242744063 0.0452591083955646 0.0418235048097031 0.0363504180298073
"según" 0.0212947189097104 0.0280112044817927 0.0270929287455974 0.066577896138482 0.030229746070133 0.0527704485488127 0.0226295541977823 0 0.0727008360596147
"tanta" 0 0 0.0270929287455974 0 0.090689238210399 0.079155672823219 0.0905182167911292 0 0
"tendrá" 0.127768313458262 0.0280112044817927 0.0270929287455974 0 0.030229746070133 0.0263852242744063 0.0226295541977823 0 0
"tienes" 0.0212947189097104 0.0280112044817927 0.0812787862367922 0.066577896138482 0 0.0263852242744063 0.0452591083955646 0.0418235048097031 0
"vale" 0 0.0280112044817927 0.0541858574911948 0.099866844207723 0 0 0.0905182167911292 0 0.0363504180298073
"vase" 0.0425894378194208 0 0.0541858574911948 0 0.030229746070133 0.105540897097625 0.0226295541977823 0 0.0363504180298073
"antes" 0.0425894378194208 0.0560224089635854 0.0270929287455974 0 0.060459492140266 0.0527704485488127 0.0226295541977823 0 0
"aquel" 0.0212947189097104 0.0280112044817927 0.0270929287455974 0 0.060459492140266 0.0527704485488127 0 0.0418235048097031 0.0727008360596147
"cara" 0 0 0 0.033288948069241 0.090689238210399 0.0527704485488127 0.0226295541977823 0 0.109051254089422
"debajo" 0 0 0.0812787862367922 0.033288948069241 0.090689238210399 0.0263852242744063 0 0 0.0727008360596147
"desde" 0.0212947189097104 0 0.0812787862367922 0.066577896138482 0 0 0 0.125470514429109 0.0363504180298073
"desgracia" 0 0.0280112044817927 0.0541858574911948 0 0.060459492140266 0 0.0905182167911292 0 0.0363504180298073
"doncella" 0.0425894378194208 0.0560224089635854 0.0270929287455974 0 0.151148730350665 0 0 0 0
"fuese" 0.0212947189097104 0.0280112044817927 0 0.133155792276964 0 0.0263852242744063 0.0226295541977823 0.0836470096194061 0
"haya" 0.0638841567291312 0.0280112044817927 0.0270929287455974 0 0.030229746070133 0 0.0226295541977823 0.0836470096194061 0.0363504180298073
"horas" 0.106473594548552 0 0 0 0 0.0527704485488127 0.0226295541977823 0.0418235048097031 0.0363504180298073
"hubiera" 0.0212947189097104 0.0840336134453782 0.0270929287455974 0.066577896138482 0.030229746070133 0.0527704485488127 0 0 0
"mira" 0.0425894378194208 0.0560224089635854 0.0270929287455974 0.033288948069241 0.030229746070133 0.0527704485488127 0.0226295541977823 0 0
"muchas" 0.0638841567291312 0 0.0541858574911948 0.033288948069241 0 0.0263852242744063 0.0226295541977823 0.0836470096194061 0
"nosotros" 0 0.0840336134453782 0 0.066577896138482 0.090689238210399 0 0 0.0836470096194061 0
"pancracio" 0 0.280112044817927 0 0 0 0 0 0 0
"pide" 0.0425894378194208 0.0560224089635854 0 0.133155792276964 0 0 0.0452591083955646 0 0
"pienso" 0.0425894378194208 0.0280112044817927 0.0541858574911948 0 0.030229746070133 0.079155672823219 0.0226295541977823 0 0
"presto" 0.0212947189097104 0.0840336134453782 0.0270929287455974 0 0.030229746070133 0.0527704485488127 0.0452591083955646 0 0
"rana" 0 0 0 0 0 0 0 0.418235048097031 0
"repollo" 0 0 0 0 0.30229746070133 0 0 0 0
"saber" 0.0425894378194208 0.0560224089635854 0.0270929287455974 0 0 0.0527704485488127 0.0678886625933469 0 0
"seis" 0 0 0.0812787862367922 0 0 0 0.0452591083955646 0.0418235048097031 0.145401672119229
"servir" 0.0851788756388416 0 0 0 0.030229746070133 0 0.0678886625933469 0.0836470096194061 0
"sobrina" 0 0 0 0 0 0.263852242744063 0 0 0
"tales" 0.0425894378194208 0.0280112044817927 0 0.033288948069241 0.060459492140266 0 0.0452591083955646 0.0836470096194061 0
"tenido" 0.0425894378194208 0.0560224089635854 0.0541858574911948 0 0 0 0.0678886625933469 0 0.0363504180298073
"trae" 0.0425894378194208 0 0 0.033288948069241 0.030229746070133 0.0263852242744063 0.0678886625933469 0.0418235048097031 0.0363504180298073
"vara" 0 0 0.0270929287455974 0.066577896138482 0 0 0 0.292764533667921 0
"vecinas" 0 0 0 0.033288948069241 0 0.211081794195251 0 0 0.0363504180298073
"veo" 0.0212947189097104 0.0280112044817927 0 0.099866844207723 0.120918984280532 0.0263852242744063 0 0 0
"vuestro" 0.0212947189097104 0.140056022408964 0.0270929287455974 0.099866844207723 0 0 0 0 0
"alguacil" 0 0 0 0 0 0.0263852242744063 0.135777325186694 0 0.0727008360596147
"baile" 0.0212947189097104 0.0280112044817927 0 0.033288948069241 0.090689238210399 0.0263852242744063 0 0 0.0727008360596147
"benito" 0 0 0 0 0.272067714631197 0 0 0 0
"canasta" 0 0.252100840336134 0 0 0 0 0 0 0
"casi" 0 0.0280112044817927 0.0541858574911948 0 0.030229746070133 0 0.0226295541977823 0.0836470096194061 0.0727008360596147
"castrado" 0 0 0 0 0.272067714631197 0 0 0 0
"coches" 0.106473594548552 0 0 0 0 0 0.0905182167911292 0 0
"contento" 0 0.0280112044817927 0.0812787862367922 0 0.060459492140266 0.0263852242744063 0 0.0836470096194061 0
"cueva" 0 0.224089635854342 0.0270929287455974 0 0 0 0 0 0
"daré" 0.0212947189097104 0.0280112044817927 0.0270929287455974 0 0.030229746070133 0.0263852242744063 0.0452591083955646 0.0836470096194061 0
"dél" 0.0425894378194208 0.0280112044817927 0.0541858574911948 0.033288948069241 0 0.0527704485488127 0 0.0418235048097031 0
"destas" 0.0212947189097104 0.0280112044817927 0.0541858574911948 0.033288948069241 0.030229746070133 0.0527704485488127 0 0 0.0363504180298073
"entrañas" 0.0212947189097104 0.0560224089635854 0.135464643727987 0 0 0 0 0 0.0363504180298073
"fuere" 0.0425894378194208 0 0.0270929287455974 0 0.090689238210399 0.0263852242744063 0.0226295541977823 0.0418235048097031 0
"gracia" 0 0.0840336134453782 0.0270929287455974 0 0.090689238210399 0.0263852242744063 0 0 0.0363504180298073
"grande" 0.0212947189097104 0 0.0812787862367922 0.033288948069241 0.030229746070133 0.0263852242744063 0.0226295541977823 0 0.0363504180298073
"guarda" 0 0 0.189650501219182 0.033288948069241 0 0 0.0226295541977823 0 0
"habéis" 0.0638841567291312 0.0280112044817927 0 0.066577896138482 0.030229746070133 0.0263852242744063 0.0226295541977823 0 0
"jamás" 0.0212947189097104 0.0280112044817927 0 0.033288948069241 0.030229746070133 0.0527704485488127 0 0.0418235048097031 0.0727008360596147
"lámpara" 0 0 0.243836358710377 0 0 0 0 0 0
"leonarda" 0 0.252100840336134 0 0 0 0 0 0 0
"lugar" 0.0212947189097104 0.0280112044817927 0 0.033288948069241 0.090689238210399 0.0263852242744063 0.0226295541977823 0 0.0363504180298073
"malo" 0.0425894378194208 0.0280112044817927 0 0 0.030229746070133 0.079155672823219 0.0226295541977823 0.0418235048097031 0
"manda" 0.0425894378194208 0.0280112044817927 0.0270929287455974 0 0.090689238210399 0 0.0452591083955646 0 0
"medio" 0 0.0280112044817927 0.0270929287455974 0.066577896138482 0 0.0527704485488127 0.0678886625933469 0 0
"misma" 0.0212947189097104 0.0280112044817927 0.0270929287455974 0.066577896138482 0 0.0263852242744063 0.0452591083955646 0.0418235048097031 0
"nadie" 0.0212947189097104 0 0.0541858574911948 0.033288948069241 0.030229746070133 0.0263852242744063 0 0.0418235048097031 0.0727008360596147
"nombre" 0 0 0.0541858574911948 0.033288948069241 0 0.131926121372032 0.0226295541977823 0 0
"nuevo" 0 0.0280112044817927 0 0.099866844207723 0.090689238210399 0.0263852242744063 0 0.0418235048097031 0
"partes" 0.0851788756388416 0 0 0.033288948069241 0.060459492140266 0.0263852242744063 0.0226295541977823 0 0
"peor" 0 0.0280112044817927 0 0.133155792276964 0.030229746070133 0 0.0452591083955646 0 0.0363504180298073
"pies" 0.0212947189097104 0.0280112044817927 0.0270929287455974 0.033288948069241 0.030229746070133 0 0.0452591083955646 0.0418235048097031 0.0363504180298073
"poder" 0 0 0 0.166444740346205 0.030229746070133 0.0263852242744063 0 0.0418235048097031 0.0363504180298073
"rostro" 0 0.0280112044817927 0.0270929287455974 0.033288948069241 0.060459492140266 0 0.0905182167911292 0 0
"sepa" 0.0638841567291312 0 0.0270929287455974 0.033288948069241 0 0.0527704485488127 0.0452591083955646 0 0
"sois" 0.0212947189097104 0.0560224089635854 0.0270929287455974 0.033288948069241 0.090689238210399 0 0 0.0418235048097031 0
"tantos" 0.0212947189097104 0 0.0812787862367922 0 0.060459492140266 0 0.0452591083955646 0 0.0363504180298073
"tarde" 0.0212947189097104 0.0840336134453782 0 0.033288948069241 0 0 0.0905182167911292 0 0
"tienen" 0.0212947189097104 0.0560224089635854 0.0270929287455974 0 0.060459492140266 0.0263852242744063 0.0226295541977823 0.0418235048097031 0
"toca" 0.0638841567291312 0.0280112044817927 0 0.033288948069241 0 0.0263852242744063 0.0226295541977823 0.0418235048097031 0.0363504180298073
"traigo" 0.0851788756388416 0 0.0541858574911948 0 0 0 0.0452591083955646 0 0.0363504180298073
"váyase" 0.0425894378194208 0.0280112044817927 0.0812787862367922 0 0 0.079155672823219 0 0 0
"ven" 0.0425894378194208 0 0.10837171498239 0.033288948069241 0.060459492140266 0 0 0 0
"verá" 0 0.0280112044817927 0.0812787862367922 0 0.030229746070133 0.105540897097625 0 0 0
"vivo" 0 0 0 0.033288948069241 0.030229746070133 0.079155672823219 0.0452591083955646 0.0418235048097031 0.0363504180298073
"voto" 0 0.0280112044817927 0.0541858574911948 0 0.060459492140266 0 0 0.125470514429109 0.0363504180298073
"voy" 0 0.0560224089635854 0.10837171498239 0 0.030229746070133 0.0263852242744063 0.0226295541977823 0 0
"voz" 0.0851788756388416 0.0840336134453782 0.0270929287455974 0.033288948069241 0 0 0 0 0
"aceite" 0 0 0.216743429964779 0 0 0 0 0 0
"adiós" 0 0.0560224089635854 0 0 0.030229746070133 0.131926121372032 0 0 0
"ánima" 0.0212947189097104 0.0280112044817927 0 0 0.030229746070133 0.0527704485488127 0.0678886625933469 0 0
"burlas" 0 0 0 0 0.060459492140266 0.105540897097625 0.0226295541977823 0.0418235048097031 0
"cabeza" 0 0.0280112044817927 0.0812787862367922 0.033288948069241 0.060459492140266 0 0.0226295541977823 0 0
"cama" 0.0638841567291312 0.0840336134453782 0 0.033288948069241 0 0 0 0 0.0363504180298073
"cañizares" 0 0 0 0 0 0.211081794195251 0 0 0
"compañía" 0 0 0 0.033288948069241 0.060459492140266 0.105540897097625 0.0226295541977823 0 0
"corazón" 0 0.112044817927171 0.0541858574911948 0 0.030229746070133 0 0.0226295541977823 0 0
"corte" 0.0425894378194208 0 0 0 0.090689238210399 0 0.0452591083955646 0.0418235048097031 0
"di" 0.0212947189097104 0 0.0812787862367922 0 0 0.0263852242744063 0.0678886625933469 0 0
"dio" 0 0 0.0270929287455974 0.033288948069241 0 0.0527704485488127 0.0452591083955646 0 0.0727008360596147
"ducados" 0.0425894378194208 0 0 0 0.030229746070133 0 0.0905182167911292 0.0418235048097031 0
"éntrase" 0 0.0560224089635854 0.0812787862367922 0 0 0.079155672823219 0 0 0
"estaba" 0.0425894378194208 0.0280112044817927 0 0.033288948069241 0.060459492140266 0.0263852242744063 0.0226295541977823 0 0
"éstas" 0.0212947189097104 0.0280112044817927 0.0812787862367922 0 0 0 0.0452591083955646 0.0418235048097031 0
"figuras" 0 0.0560224089635854 0 0 0.120918984280532 0.0527704485488127 0 0 0
"habla" 0 0.0560224089635854 0 0.033288948069241 0 0.0527704485488127 0.0452591083955646 0 0.0363504180298073
"ingenio" 0 0 0.0270929287455974 0 0 0 0.0678886625933469 0.167294019238812 0
"lindo" 0.0425894378194208 0.112044817927171 0 0 0 0.0263852242744063 0 0.0418235048097031 0
"lleva" 0.0425894378194208 0 0.0270929287455974 0 0.060459492140266 0 0.0452591083955646 0.0418235048097031 0
"llevar" 0 0 0.0270929287455974 0.033288948069241 0 0.0263852242744063 0.113147770988912 0 0
"media" 0 0.0280112044817927 0 0.066577896138482 0.090689238210399 0 0.0452591083955646 0 0
"modo" 0 0.0560224089635854 0.0541858574911948 0 0 0 0.0226295541977823 0.0418235048097031 0.0727008360596147
"mozo" 0.0212947189097104 0 0.0541858574911948 0.033288948069241 0 0.105540897097625 0 0 0
"muchacha" 0 0 0.10837171498239 0 0.030229746070133 0.0527704485488127 0 0 0.0363504180298073
"muchos" 0.0425894378194208 0 0.0270929287455974 0 0 0.079155672823219 0.0452591083955646 0 0
"ninguno" 0 0 0.0541858574911948 0 0.060459492140266 0.0263852242744063 0.0226295541977823 0.0418235048097031 0.0363504180298073
"nueva" 0.0212947189097104 0.0560224089635854 0 0 0 0.0263852242744063 0.0678886625933469 0 0.0363504180298073
"oficio" 0.0638841567291312 0 0 0.066577896138482 0 0 0.0452591083955646 0.0418235048097031 0
"pelar" 0 0.224089635854342 0 0 0 0 0 0 0
"pie" 0.0212947189097104 0 0.0270929287455974 0 0.060459492140266 0 0.0678886625933469 0 0.0363504180298073
"poetas" 0 0.0560224089635854 0 0 0.120918984280532 0 0.0226295541977823 0 0.0363504180298073
"queréis" 0.0212947189097104 0 0.0270929287455974 0 0.090689238210399 0.0263852242744063 0.0452591083955646 0 0
"quería" 0.0638841567291312 0.0280112044817927 0 0 0 0 0.0905182167911292 0 0
"quiera" 0.0212947189097104 0 0 0.033288948069241 0 0.0263852242744063 0 0.167294019238812 0.0363504180298073
"reales" 0.0425894378194208 0.0280112044817927 0.0541858574911948 0 0 0.0263852242744063 0.0226295541977823 0 0.0363504180298073
"servido" 0.0425894378194208 0 0.0541858574911948 0.099866844207723 0.030229746070133 0 0 0 0
"solorzano" 0 0 0 0 0 0 0.181036433582258 0 0
"tocar" 0 0 0.0541858574911948 0.033288948069241 0.030229746070133 0 0.0452591083955646 0.0418235048097031 0.0363504180298073
"tome" 0 0 0.0812787862367922 0 0.030229746070133 0.0263852242744063 0.0226295541977823 0 0.0727008360596147
"tuviera" 0.0425894378194208 0.0560224089635854 0 0.033288948069241 0.030229746070133 0.0527704485488127 0 0 0
"unos" 0.0212947189097104 0 0.0270929287455974 0 0.090689238210399 0.0263852242744063 0 0.0836470096194061 0
"vea" 0 0 0.0270929287455974 0.033288948069241 0.060459492140266 0.079155672823219 0.0226295541977823 0 0
"vecino" 0 0 0.0270929287455974 0 0 0 0.158406879384476 0 0
"vee" 0 0.0560224089635854 0 0 0.090689238210399 0.079155672823219 0 0 0
"ventana" 0 0.0280112044817927 0.10837171498239 0 0.030229746070133 0 0.0226295541977823 0.0418235048097031 0
"viva" 0 0.0280112044817927 0 0 0.030229746070133 0.0263852242744063 0 0.0418235048097031 0.145401672119229
"zapatero" 0 0 0.189650501219182 0 0 0 0 0.0418235048097031 0
"año" 0 0 0.0270929287455974 0.033288948069241 0 0.105540897097625 0 0.0418235048097031 0
"ante" 0 0 0 0.033288948069241 0.090689238210399 0 0.0452591083955646 0.0418235048097031 0
"armas" 0 0 0.0541858574911948 0 0.120918984280532 0 0 0 0.0363504180298073
"berrocal" 0 0 0 0 0 0 0 0.292764533667921 0
"brígida" 0 0 0 0 0 0 0.158406879384476 0 0
"cantar" 0 0 0 0 0.030229746070133 0.0263852242744063 0 0.125470514429109 0.0727008360596147
"causa" 0.0425894378194208 0 0.0270929287455974 0.066577896138482 0 0.0263852242744063 0 0 0.0363504180298073
"chiquiznaque" 0 0 0 0 0 0 0 0 0.254452926208651
"ciento" 0.0212947189097104 0 0 0 0 0 0.113147770988912 0 0.0363504180298073
"cinco" 0.0212947189097104 0.0280112044817927 0.0270929287455974 0.033288948069241 0 0 0 0.0836470096194061 0.0363504180298073
"cristiano" 0 0 0 0.033288948069241 0.090689238210399 0 0 0.125470514429109 0
"demonios" 0 0.168067226890756 0 0.033288948069241 0 0 0 0 0
"desdichada" 0 0.0280112044817927 0.0270929287455974 0 0.060459492140266 0.0263852242744063 0.0452591083955646 0 0
"destos" 0.0212947189097104 0.0840336134453782 0.0270929287455974 0.033288948069241 0 0.0263852242744063 0 0 0
"dicen" 0.0212947189097104 0.0560224089635854 0 0 0.030229746070133 0.0263852242744063 0.0452591083955646 0 0
"dicha" 0 0.0840336134453782 0.0270929287455974 0 0 0 0 0 0.109051254089422
"diciendo" 0.0638841567291312 0.0560224089635854 0 0.033288948069241 0.030229746070133 0 0 0 0
"dígame" 0.0425894378194208 0.0840336134453782 0 0 0.030229746070133 0.0263852242744063 0 0 0
"dinero" 0.0425894378194208 0 0.0270929287455974 0 0.060459492140266 0 0.0452591083955646 0 0
"edad" 0.0212947189097104 0 0 0.033288948069241 0 0.0263852242744063 0 0.0418235048097031 0.109051254089422
"éntranse" 0 0.0840336134453782 0.0270929287455974 0 0.060459492140266 0.0263852242744063 0 0 0
"envía" 0.0425894378194208 0 0 0.033288948069241 0.120918984280532 0 0 0 0
"fiesta" 0 0 0 0.066577896138482 0.060459492140266 0.0263852242744063 0.0226295541977823 0.0418235048097031 0
"fuerza" 0 0.0280112044817927 0.135464643727987 0.033288948069241 0 0 0 0 0
"guitarras" 0 0.0280112044817927 0.0270929287455974 0.033288948069241 0 0 0 0.0418235048097031 0.109051254089422
"habilidad" 0 0.0560224089635854 0 0 0 0 0.0226295541977823 0.125470514429109 0.0363504180298073
"hablar" 0.0212947189097104 0.0560224089635854 0.0270929287455974 0 0 0.0527704485488127 0.0226295541977823 0 0
"hemos" 0 0 0.0270929287455974 0.033288948069241 0.060459492140266 0.0527704485488127 0.0226295541977823 0 0
"hermosa" 0.0638841567291312 0 0 0.033288948069241 0.030229746070133 0 0.0452591083955646 0 0
"hija" 0.0212947189097104 0.0280112044817927 0.0270929287455974 0 0.120918984280532 0 0 0 0
"hoy" 0 0 0.0541858574911948 0 0 0.0263852242744063 0 0 0.145401672119229
"joyas" 0 0 0.0270929287455974 0 0 0.079155672823219 0.0678886625933469 0 0
"lágrimas" 0 0.0280112044817927 0.0270929287455974 0.066577896138482 0 0 0.0452591083955646 0 0.0363504180298073
"llave" 0 0 0 0 0 0.158311345646438 0 0.0418235048097031 0
"maldito" 0.0851788756388416 0 0 0 0 0.079155672823219 0 0 0
"manta" 0 0 0 0 0.060459492140266 0 0 0.209117524048515 0
"miren" 0 0 0.0270929287455974 0 0.030229746070133 0 0.0452591083955646 0.0836470096194061 0.0363504180298073
"mitad" 0 0 0.10837171498239 0.066577896138482 0 0.0263852242744063 0 0 0
"molde" 0.0425894378194208 0 0 0 0.030229746070133 0 0.0452591083955646 0.0418235048097031 0.0363504180298073
"muero" 0.0212947189097104 0 0 0.033288948069241 0.030229746070133 0.0527704485488127 0.0226295541977823 0 0.0363504180298073
"muestra" 0 0.0280112044817927 0.0541858574911948 0 0.030229746070133 0 0.0226295541977823 0 0.0727008360596147
"negocio" 0.0212947189097104 0 0 0.099866844207723 0 0 0.0452591083955646 0.0418235048097031 0
"oído" 0.0212947189097104 0.0280112044817927 0 0.066577896138482 0 0.0263852242744063 0.0452591083955646 0 0
"pagar" 0.0425894378194208 0 0.0270929287455974 0.033288948069241 0.090689238210399 0 0 0 0
"pajar" 0 0.196078431372549 0 0 0 0 0 0 0
"palabra" 0.0212947189097104 0.0560224089635854 0 0.033288948069241 0 0 0.0452591083955646 0.0418235048097031 0
"pasado" 0 0 0.0541858574911948 0 0.030229746070133 0 0.0452591083955646 0.0418235048097031 0.0363504180298073
"poeta" 0 0 0.0270929287455974 0.033288948069241 0.090689238210399 0 0.0226295541977823 0 0.0363504180298073
"pueden" 0 0.0280112044817927 0.0270929287455974 0 0 0.0263852242744063 0 0.0836470096194061 0.0727008360596147
"puertas" 0 0.0560224089635854 0 0 0 0.105540897097625 0.0226295541977823 0 0
"quieres" 0 0.0560224089635854 0.0541858574911948 0 0 0 0.0226295541977823 0 0.0727008360596147
"regidor" 0 0 0 0 0.120918984280532 0 0 0.125470514429109 0
"repulida" 0 0 0 0 0 0 0 0 0.254452926208651
"sean" 0 0.0280112044817927 0 0 0 0.0527704485488127 0 0.125470514429109 0.0363504180298073
"señoras" 0.0212947189097104 0.0840336134453782 0 0 0 0.0527704485488127 0.0226295541977823 0 0
"sucedido" 0 0.0280112044817927 0 0 0 0.0527704485488127 0.0905182167911292 0 0
"suerte" 0 0.0280112044817927 0 0.033288948069241 0 0.0527704485488127 0.0226295541977823 0.0418235048097031 0.0363504180298073
"toma" 0 0 0 0.033288948069241 0.030229746070133 0.0263852242744063 0.0678886625933469 0 0.0363504180298073
"traen" 0.0638841567291312 0 0 0.033288948069241 0 0.0263852242744063 0.0452591083955646 0 0
"traza" 0.149063032367973 0 0 0 0 0 0 0 0
"treinta" 0 0 0.0541858574911948 0 0.030229746070133 0 0.0226295541977823 0.0418235048097031 0.0727008360596147
"venir" 0.0638841567291312 0 0 0 0 0.0527704485488127 0.0452591083955646 0 0
"verán" 0 0.0560224089635854 0 0 0.060459492140266 0 0.0226295541977823 0.0418235048097031 0.0363504180298073
"verme" 0.0212947189097104 0 0.0270929287455974 0.099866844207723 0 0.0263852242744063 0 0 0.0363504180298073
"vestido" 0 0.0560224089635854 0.0541858574911948 0.066577896138482 0 0 0 0 0.0363504180298073
"vienen" 0.0425894378194208 0 0 0.033288948069241 0.030229746070133 0.0527704485488127 0 0.0418235048097031 0
"voluntad" 0 0 0.10837171498239 0 0.030229746070133 0 0.0226295541977823 0 0.0363504180298073
"adelante" 0 0.0560224089635854 0 0 0 0.0263852242744063 0.0226295541977823 0.0836470096194061 0
"alguno" 0 0 0.0541858574911948 0 0.030229746070133 0.0263852242744063 0 0 0.0727008360596147
"algunos" 0.0425894378194208 0.0280112044817927 0 0.066577896138482 0 0 0.0226295541977823 0 0
"aquella" 0 0 0.0270929287455974 0.033288948069241 0.060459492140266 0.0263852242744063 0.0226295541977823 0 0
"aquello" 0.0212947189097104 0 0.0541858574911948 0 0.030229746070133 0.0527704485488127 0 0 0
"aquesto" 0 0 0 0.033288948069241 0 0.0263852242744063 0.0226295541977823 0.0418235048097031 0.0727008360596147
"autora" 0 0 0 0 0.181378476420798 0 0 0 0
"burro" 0 0 0 0 0 0 0.135777325186694 0 0
"busco" 0.0212947189097104 0.0280112044817927 0.10837171498239 0 0 0 0 0 0
"caballos" 0.0425894378194208 0 0 0 0.060459492140266 0 0.0226295541977823 0 0.0363504180298073
"cabo" 0.0212947189097104 0.0280112044817927 0 0.099866844207723 0 0 0 0.0418235048097031 0
"camino" 0.0212947189097104 0.0280112044817927 0 0.033288948069241 0 0 0.0226295541977823 0.0418235048097031 0.0363504180298073
"carga" 0 0.0280112044817927 0 0.033288948069241 0.060459492140266 0 0 0 0.0727008360596147
"casado" 0.0425894378194208 0 0.0270929287455974 0.066577896138482 0.030229746070133 0 0 0 0
"casados" 0.0425894378194208 0 0 0.099866844207723 0 0.0263852242744063 0 0 0
"casar" 0.0638841567291312 0.0280112044817927 0.0270929287455974 0 0 0.0263852242744063 0 0 0
"caso" 0 0 0.0270929287455974 0 0.030229746070133 0.0263852242744063 0.0226295541977823 0.0836470096194061 0
"celoso" 0 0 0.0270929287455974 0 0 0.131926121372032 0 0 0
"chanfalla" 0 0 0 0 0.181378476420798 0 0 0 0
"conozco" 0.0212947189097104 0 0.0270929287455974 0.033288948069241 0.030229746070133 0 0.0226295541977823 0.0418235048097031 0
"contra" 0 0 0 0.066577896138482 0 0.079155672823219 0 0 0.0363504180298073
"criado" 0.0212947189097104 0 0.0270929287455974 0 0 0 0.0452591083955646 0.0418235048097031 0.0363504180298073
"deja" 0.0425894378194208 0 0 0 0.030229746070133 0.0263852242744063 0.0226295541977823 0.0418235048097031 0
"demás" 0.0851788756388416 0.0280112044817927 0 0 0.030229746070133 0 0 0 0
"derecho" 0.0212947189097104 0 0.0270929287455974 0 0 0 0.0452591083955646 0.0418235048097031 0.0363504180298073
"desa" 0 0.0280112044817927 0.0270929287455974 0.066577896138482 0 0.0263852242744063 0 0 0.0363504180298073
"después" 0.0638841567291312 0 0 0 0 0.0527704485488127 0 0 0.0363504180298073
"detrás" 0.0212947189097104 0 0.0541858574911948 0 0.060459492140266 0.0263852242744063 0 0 0
"diligencia" 0 0 0.0270929287455974 0 0.030229746070133 0.0527704485488127 0 0.0418235048097031 0.0363504180298073
"escribano" 0 0 0 0.033288948069241 0.090689238210399 0 0 0.0836470096194061 0
"estamos" 0 0 0 0 0.060459492140266 0 0.0226295541977823 0.0836470096194061 0.0363504180298073
"gitanos" 0 0 0 0 0 0 0 0.250941028858218 0
"habrá" 0.0212947189097104 0.0280112044817927 0 0 0 0 0.0226295541977823 0.0418235048097031 0.0727008360596147
"hago" 0.0425894378194208 0 0.0270929287455974 0.066577896138482 0 0 0 0 0.0363504180298073
"hermana" 0 0.0280112044817927 0 0 0.030229746070133 0 0.0905182167911292 0 0
"humillos" 0 0 0 0 0 0 0 0.250941028858218 0
"importa" 0 0.0280112044817927 0.0270929287455974 0 0.030229746070133 0 0.0226295541977823 0.0836470096194061 0
"lástima" 0.0212947189097104 0.0280112044817927 0 0 0 0 0.0678886625933469 0 0.0363504180298073
"leño" 0 0 0.0270929287455974 0.166444740346205 0 0 0 0 0
"libre" 0 0 0 0.066577896138482 0.060459492140266 0 0.0452591083955646 0 0
"llamar" 0.0212947189097104 0 0.0270929287455974 0 0.030229746070133 0 0.0678886625933469 0 0
"llegue" 0.0425894378194208 0.0280112044817927 0 0 0 0.0263852242744063 0 0.0418235048097031 0.0363504180298073
"mandado" 0.0851788756388416 0 0 0 0 0.0263852242744063 0.0226295541977823 0 0
"manto" 0 0.0280112044817927 0.0270929287455974 0 0 0 0.0905182167911292 0 0
"matrimonio" 0.0212947189097104 0.0280112044817927 0.0270929287455974 0.033288948069241 0.030229746070133 0.0263852242744063 0 0 0
"mismo" 0 0.0280112044817927 0.0541858574911948 0.066577896138482 0 0 0 0.0418235048097031 0
"mostrar" 0 0 0 0 0.060459492140266 0.0263852242744063 0.0226295541977823 0 0.0727008360596147
"muerte" 0.0212947189097104 0 0 0.033288948069241 0 0.0263852242744063 0.0226295541977823 0 0.0727008360596147
"niña" 0 0.0560224089635854 0.0270929287455974 0.033288948069241 0 0.0527704485488127 0 0 0
"niñerías" 0 0 0 0 0 0.131926121372032 0 0.0418235048097031 0
"nosotras" 0.0212947189097104 0.0280112044817927 0 0 0.030229746070133 0 0.0678886625933469 0 0
"panduro" 0 0 0 0 0 0 0 0.250941028858218 0
"parecen" 0 0.0280112044817927 0.0541858574911948 0 0 0 0.0226295541977823 0.0836470096194061 0
"pasar" 0 0.0840336134453782 0 0 0 0.0263852242744063 0.0452591083955646 0 0
"pasillas" 0 0 0.162557572473584 0 0 0 0 0 0
"paso" 0 0.0280112044817927 0.0270929287455974 0.033288948069241 0 0 0 0.0836470096194061 0.0363504180298073
